Name;Url;Year/s;Certificate;Duration;Rating;Votes;
El crac;/title/tt3780386/;(2014–2017);18;;7.5;154;
Doctor Portuondo;/title/tt14104222/;(2021);;30 min;6.5;86;
El chiringuito de jugones;/title/tt3653688/;(2014– );;;6.1;55;
Santuario;/title/tt3953206/;(2015 TV Movie);;88 min;6.3;95;
Calígula;/title/tt4722820/;(2015 TV Movie);;;6.6;7;
Love Kills;/title/tt16431352/;(2022);;;;;
Sabuesos;/title/tt7090454/;(2018);7;;7.4;72;
La pérdida;/title/tt0831916/;(2009 TV Movie);;95 min;5.8;1,033;
Mask Singer: Adivina quién canta;/title/tt11692780/;(2020– );TP;;5.4;30;
Más que hermanos;/title/tt0456552/;(2005 TV Movie);;90 min;6.4;15;
Félix;/title/tt6601950/;(2018);16;;6.6;388;
Mercado Central;/title/tt10371028/;(2019–2021);7;;5.9;20;
Fuerza de paz;/title/tt14077264/;(2021– );;60 min;;;
La sonata del silencio;/title/tt5089936/;(2016);;70 min;7.2;132;
Bandolero;/title/tt2158626/;(2001–2002);;;7.7;55;
Escenas de matrimonio;/title/tt1086804/;(2007–2010);13;25 min;3.6;243;
Motivos personales;/title/tt0433721/;(2005);13;70 min;7.3;208;
Mya Go;/title/tt8960060/;(2018– );;5 min;;;
Lola & Virginia;/title/tt1166121/;(2007– );;;4.6;71;
Braccialetti rossi;/title/tt3499954/;(2014– );;100 min;7.3;273;
Hermanos & detectives;/title/tt1060067/;(2007–2009);;;5.8;177;
B&b, de boca en boca;/title/tt3214648/;(2014–2015);;;5.9;182;
Clay Kids;/title/tt4579596/;(2013–2015);;;8.0;59;
Codi 60;/title/tt2088725/;(2011 TV Movie);;86 min;6.2;75;
The Cell;/title/tt2374562/;(2014–2020);;;6.9;46;
Perdóname, Señor;/title/tt5590794/;(2017);16;;5.9;81;
L'última nit del karaoke;/title/tt14303754/;(2021);;50 min;7.4;38;
Maestros de la costura;/title/tt7997666/;(2018– );;;7.0;15;
Virtualia;/title/tt7355200/;(2001–2005);18;90 min;6.1;24;
Virtual Hero;/title/tt7749846/;(2018–2020);12;22 min;4.3;192;
Una tarta para ti;/title/tt7629798/;(2016– );;22 min;;;
Vigalondo Midnight Madness;/title/tt13540712/;(2019–2021);;;;;
Paraíso;/title/tt0360299/;(2000–2003);;60 min;5.5;21;
Wake up;/title/tt8412754/;(2018– );;20 min;4.7;8;
La pecera de Eva;/title/tt1538438/;(2010–2011);7;23 min;6.7;136;
Six Dreams;/title/tt8098164/;(2018– );A;;7.8;302;
Magic for Humans Spain con el Mago Pop;/title/tt14136320/;(2021– );;;6.0;77;
Las noches de Tefía;/title/tt16426006/;(2022– );;;;;
Las mágicas historias de Plim Plim;/title/tt6954660/;(2011–2016);;3 min;7.5;16;
Lo de Évole;/title/tt12174282/;(2020– );;;7.9;16;
Gandía Shore;/title/tt2456962/;(2012– );;;4.1;95;
Valientes;/title/tt1564740/;(2010– );;;6.5;8;
Grasa;/title/tt11162686/;(2020– );16;;7.3;187;
El hombre de tu vida;/title/tt5096734/;(2016);7;;5.6;38;
Con pelos en la lengua;/title/tt1623368/;(2009– );18;4 min;7.5;45;
Un golpe de suerte;/title/tt1429244/;(2009– );;;5.3;12;
Yoko;/title/tt6058756/;(2015– );;;7.2;51;
La vaca Connie;/title/tt0377160/;(2002–2005);;7 min;6.1;68;
Virginia, la monaca di Monza;/title/tt0406318/;(2004 TV Movie);;200 min;6.0;54;
Matchday: Queens of the pitch;/title/tt18562966/;(2022– );;;;;
Clandestino;/title/tt10157452/;(2016– );;;8.8;22;
Piratas;/title/tt1790326/;(2011);;;4.3;127;
Guante blanco;/title/tt1301480/;(2008);;;7.5;88;
La llum d'Elna;/title/tt5861136/;(2017 TV Movie);;96 min;6.9;98;
Buga Buga;/title/tt14604096/;(2021– );13;;7.8;8;
Pobre diablo;/title/tt15764846/;(2022– );;20 min;;;
Food Markets: In the Belly of the City;/title/tt2672206/;(2013– );;52 min;8.3;28;
Sexes;/title/tt0459717/;(2005–2006);;36 min;5.5;24;
Homicidios;/title/tt1845504/;(2011);16;;7.3;133;
Remigio;/title/tt8876494/;(2017–2021);;;;;
Pekín Express;/title/tt1560363/;(2008– );;120 min;7.6;42;
El contacto cero;/title/tt17890058/;(2019– );;;;;
Oh My Goig;/title/tt7544020/;(2017– );;;7.6;7;
Pasapalabra;/title/tt0381791/;(2000– );TP;30 min;6.2;106;
Alaska y Mario;/title/tt1922836/;(2011– );;;7.1;90;
Lazos de sangre;/title/tt9894580/;(2018–2021);;;5.2;5;
Playa Negra;/title/tt12759432/;(2021– );;;;;
Radiofobia;/title/tt0810446/;(2006 TV Movie);A;54 min;7.1;59;
Little Big Show;/title/tt7805076/;(2017– );;;;;
Vampyr: Los Orígenes;/title/tt8201662/;(2018– );;35 min;8.7;304;
El don de Alba;/title/tt2219163/;(2012–2013);;;5.9;70;
Sexo en el plató;/title/tt1002649/;(2007 TV Movie);;30 min;6.4;34;
La chica de ayer;/title/tt1404147/;(2009);;80 min;6.4;153;
La noche D;/title/tt13642008/;(2021–2022);12;;8.9;9;
Unladylike Manor;/title/tt12447584/;(2012– );;;;;
El último show;/title/tt11747890/;(2020– );12;;7.2;75;
Silenci?;/title/tt0451579/;(2002–2008);;30 min;6.9;68;
Cuestión de sexo;/title/tt1043061/;(2007–2009);;;6.2;202;
Poppets Town;/title/tt3710924/;(2008–2009);;11 min;7.4;6;
Baila conmigo;/title/tt18775500/;(2022– );;;;;
Génesis, en la mente del asesino;/title/tt0801294/;(2006–2007);18;50 min;6.6;118;
+ de 100 mentiras;/title/tt9386294/;(2018– );16;;7.0;24;
Distopia;/title/tt5298768/;(2014 TV Movie);;;5.8;20;
Mujeres y hombres y viceversa;/title/tt1405465/;(2008–2021);;;2.1;55;
Olmos y Robles;/title/tt4851888/;(2015–2016);12;;6.8;231;
Las Aventuras del Zorro;/title/tt14081662/;(2022– );;;;;
Tatty and Misifu;/title/tt12889542/;(2020– );;;;;
¡A cantar!;/title/tt11698668/;(2020– );TP;;6.0;129;
Escándalo, relato de una obsesión;/title/tt18350198/;(2022);;;;;
Ecos;/title/tt0482044/;(2006 TV Movie);;93 min;5.3;37;
Pajares & CIA;/title/tt16426072/;(2022– );;;;;
Obsesión;/title/tt0444744/;(2005);;50 min;7.2;19;
14 d'abril. Macià contra Companys;/title/tt1824142/;(2011 TV Movie);;84 min;7.1;63;
Gavilanes;/title/tt1632824/;(2010–2011);;;6.9;52;
Gente hablando;/title/tt9158398/;(2018– );16;;7.9;95;
Operación triunfo;/title/tt0306368/;(2001– );;;5.2;202;
Invizimals;/title/tt4900224/;(2013– );;24 min;5.4;39;
La mort de Guillem;/title/tt10555142/;(2020 TV Movie);;94 min;7.2;228;
La Leyenda de Sergio Ramos;/title/tt14314450/;(2021– );;;6.2;99;
Karabudjan;/title/tt1632902/;(2010);;;7.3;90;
Géminis, venganza de amor;/title/tt0366020/;(2002–2003);13;44 min;6.3;21;
Frank de la Jungla;/title/tt6720978/;(2010–2013);;;7.7;21;
Asesinato en la Universidad;/title/tt8043652/;(2018 TV Movie);;;5.9;86;
La sala;/title/tt8835216/;(2019– );16;;6.5;123;
Cupido;/title/tt8011318/;(2018);;;6.0;25;
La 2 es teatro;/title/tt12280348/;(2020–2022);;;;;
Películas para no dormir: Adivina quién soy;/title/tt0461826/;(2006 TV Movie);;73 min;5.2;998;
Más de El tiempo entre costuras;/title/tt3322248/;(2013–2014);;;8.3;53;
La isla de los nominados;/title/tt1698616/;(2010– );;;3.6;15;
ReCancelled;/title/tt15787150/;(2021– );;;8.1;9;
Algo que celebrar;/title/tt4102564/;(2015);;78 min;6.7;65;
Hero Dad;/title/tt7655460/;(2019– );;;;;
Bajo la red;/title/tt8299994/;(2018–2019);16;;7.2;23;
First Dates;/title/tt6317622/;(II) (2016– );;;5.4;33;
Código fuego;/title/tt0346235/;(2003– );;60 min;4.4;21;
Viva S Club;/title/tt0349043/;(2002– );;30 min;5.3;129;
Després de tu;/title/tt17469498/;(2022– );;;;;
Los Avatars;/title/tt2926746/;(2013– );;30 min;6.3;48;
Ebre, del bressol a la batalla;/title/tt4854442/;(2016 TV Movie);;82 min;5.5;107;
Sálvame;/title/tt1450584/;(2009– );16;;1.3;131;
Scan2Go;/title/tt2549054/;(2012– );7;;6.1;37;
Pau, la força d'un silenci;/title/tt6189268/;(2017 TV Movie);;98 min;7.1;67;
Museo Coconut;/title/tt1807424/;(2010–2014);;25 min;6.9;377;
Cachitos de hierro y cromo;/title/tt3325572/;(2013– );;;8.1;29;
Riders;/title/tt14962234/;(2021– );;;6.5;6;
Shuriken School;/title/tt0835241/;(2006–2007);;26 min;5.9;298;
Matrimonio con hijos;/title/tt0823617/;(2005–2007);;45 min;5.5;56;
Dreamland;/title/tt3044680/;(2014);;;5.1;42;
Creepy As Fuck;/title/tt12176930/;(2017–2021);;;;;
Teresa;/title/tt4686550/;(2015 TV Movie);;107 min;6.4;74;
Belcebú: Soy tu puta del infierno;/title/tt0774502/;(2005 TV Movie);;80 min;3.2;139;
Mónica Chef;/title/tt6873628/;(2015– );;;5.1;14;
Maigret;/title/tt0435929/;(2004– );;91 min;5.0;53;
Gran hermano;/title/tt0262163/;(2000– );;;2.3;169;
Encuentros inesperados;/title/tt18347666/;(2022– );12;;;;
Porca misèria;/title/tt0429413/;(2004–2007);;;7.8;228;
Qué vida más triste;/title/tt1534366/;(2008–2010);;;7.7;244;
Fucking Amanda. You Ruined My Life;/title/tt6088458/;(2017–2018);;;7.7;19;
The Wild Project;/title/tt13921310/;(2020– );;;8.8;20;
22 ángeles;/title/tt5471634/;(2016 TV Movie);;105 min;6.0;100;
O Nordés;/title/tt1505103/;(2009– );;50 min;7.8;8;
Cambio de clase;/title/tt0879937/;(2006– );;5 min;3.8;80;
Anunnaki: Origin;/title/tt16589474/;(2021– );;30 min;;;
El ángel de Budapest;/title/tt1771199/;(2011 TV Movie);;120 min;6.2;152;
I Dream;/title/tt0426721/;(2004– );;30 min;6.1;129;
El tesoro;/title/tt1077103/;(2008 TV Movie);;90 min;4.5;42;
Planta 25;/title/tt0997025/;(2006– );;;5.0;13;
Promesas de arena;/title/tt9165676/;(2019);;;6.6;55;
Angelus;/title/tt3616434/;(2014 TV Movie);;89 min;6.1;26;
VHS;/title/tt12290756/;(2010–2011);13;;;;
Españoles en el mundo;/title/tt1022937/;(2009– );;50 min;7.1;27;
Rabia;/title/tt4068740/;(2015);;90 min;5.4;71;
Emmy & GooRoo;/title/tt7216770/;(2017– );;11 min;;;
Royals Next Door;/title/tt16992538/;(2021– );;11 min;;;
Escena en blanco y negro;/title/tt13353012/;(2020– );;;8.9;12;
Bienvenidos a Yonkiland;/title/tt14636456/;(2020– );18;;7.0;7;
Gran hermano VIP;/title/tt0396324/;(2004– );;100 min;2.6;60;
Vaya semanita;/title/tt0414783/;(2003– );;;7.5;197;
La princesa Paca;/title/tt6040796/;(2017 TV Movie);7;;7.3;64;
Haciendo cerveza;/title/tt6735416/;(2017–2018);;3 min;;;
Acusados;/title/tt1277973/;(2009–2010);;60 min;7.2;129;
Salvados;/title/tt1857431/;(2008– );;;8.6;239;
Peret i l'origen de la rumba catalana;/title/tt6101876/;(2016 TV Movie);;;9.2;5;
El grupo;/title/tt0268081/;(2000–2001);;;7.3;60;
Más que Sexo;/title/tt15342360/;(2021– );18;;;;
La hora chanante;/title/tt0331134/;(2002–2006);13;25 min;8.0;593;
El cazador;/title/tt11747622/;(2020– );;;;;
Chop Chop Ninja Challenge;/title/tt7818366/;(2014);;;5.8;8;
Hospital Real;/title/tt4706874/;(2015);;70 min;8.2;66;
Mujeres;/title/tt0459702/;(2006);;;8.3;86;
Oscar, que empiece el espectáculo;/title/tt1183149/;(2008 TV Movie);;26 min;6.4;138;
Web Therapy;/title/tt5303598/;(2016);;;6.7;43;
Mesa para cinco;/title/tt0846550/;(2006);;;3.0;8;
Raquel busca su sitio;/title/tt0231042/;(2000);;45 min;6.7;65;
Padre Casares;/title/tt1205836/;(2008– );;60 min;7.3;54;
Punta Escarlata;/title/tt1534363/;(2011);;;6.9;207;
Cuerpo de élite;/title/tt7408430/;(2018);7;;5.7;213;
La conspiración;/title/tt1964859/;(2012 TV Movie);;;6.2;40;
Cuatro amigos y medio;/title/tt4282970/;(2015– );;;7.5;18;
Válidas;/title/tt12090286/;(2020– );;;7.8;47;
Las 100 mejores canciones del Pop-Rock español de Rolling Stone;/title/tt0922342/;(2006 TV Movie);;160 min;9.2;6;
Nadie al volante;/title/tt14155964/;(2021– );TP;25 min;6.7;6;
Sé lo que hicisteis la última semana;/title/tt0786885/;(2006–2011);;50 min;7.7;267;
Fibrilando;/title/tt1520568/;(2009);;;3.8;19;
Arrayán;/title/tt0439344/;(2001–2013);TP;30 min;7.3;73;
Frederica Montseny, la dona que parla;/title/tt13256428/;(2021 TV Movie);;85 min;7.5;44;
Benidorm Fest;/title/tt16579412/;(2022– );;;6.5;9;
R.I.S. Científica;/title/tt1099686/;(2007);13;50 min;5.9;42;
Banda sonora;/title/tt1126592/;(2007–2012);;24 min;7.0;95;
Bat Pat;/title/tt7941974/;(2015–2016);;;6.9;27;
Gran Reserva. El origen;/title/tt2734604/;(2013);;;7.5;33;
Mar de plástico;/title/tt1654020/;(2011 TV Movie);;87 min;6.9;29;
Cançó per a tu;/title/tt7947856/;(2018 TV Movie);;76 min;6.7;21;
Paco y Veva;/title/tt0395890/;(2004);TP;60 min;4.0;46;
Tú no eres especial;/title/tt13697652/;(2022– );;;;;
Diario íntimo;/title/tt0377076/;(2003 TV Movie);;65 min;5.2;54;
Lucky Fred;/title/tt2164295/;(2011– );;13 min;6.3;44;
Muchachada nui;/title/tt1111854/;(2007–2010);;30 min;7.9;711;
José Mota presenta;/title/tt4650122/;(2015–2018);A;48 min;7.5;40;
Temporada baja;/title/tt5944064/;(2016– );;;5.5;7;
Mi casa es la tuya;/title/tt5099272/;(2015– );;;6.3;19;
C.R.A.K.S.;/title/tt9731914/;(2017–2018);TP;;;;
La española inglesa;/title/tt4769064/;(2015 TV Movie);;109 min;6.4;71;
LaSexta clave;/title/tt13245408/;(2020– );;20 min;;;
Rovelló;/title/tt2580558/;(2000– );;;5.8;15;
Formula E;/title/tt7452110/;(2014– );;;7.0;25;
Diario de un skin;/title/tt0454121/;(2005 TV Movie);;80 min;6.1;569;
Bon Dia Bonica;/title/tt1912588/;(2010– );;;;;
Terror.app;/title/tt11336488/;(2019);;15 min;5.9;14;
iFamily;/title/tt6097180/;(2017);;;4.8;31;
Supervivientes;/title/tt0815739/;(2006– );;120 min;3.4;46;
Terror y feria;/title/tt8951078/;(2019);16;;5.6;45;
Bajo el mismo cielo;/title/tt1182252/;(2008 TV Movie);;87 min;6.7;13;
Idol Kids;/title/tt11191532/;(2020– );TP;;;;
Pelotas;/title/tt1321725/;(2009–2010);;60 min;6.9;93;
Temps de silenci;/title/tt0352112/;(2001–2002);;;8.2;61;
LA Confidential: Trends in LA;/title/tt6640262/;(2016– );;13 min;;;
Matalobos;/title/tt1414420/;(2009–2013);;;8.3;81;
Gayxample;/title/tt1923122/;(2011– );;;6.5;27;
Dorien;/title/tt7582782/;(2017– );;;6.1;32;
La verdad de Laura;/title/tt0318255/;(2002);13;45 min;6.7;19;
50kilosdenosotros;/title/tt8718936/;(2018– );;;5.8;9;
Ochéntame... otra vez;/title/tt3486416/;(2014– );;;7.0;24;
Puerto y Camino;/title/tt12961242/;(2021– );;;;;
Impares;/title/tt1279692/;(2008– );;;5.2;49;
U.C.O. (Unidad Central Operativa);/title/tt1179229/;(2008–2009);;;7.3;47;
Ilustres ignorantes;/title/tt5147074/;(2008– );16;25 min;8.3;177;
Senyor Retor;/title/tt1963776/;(2011);;;;;
No Exit;/title/tt6610194/;(2017 TV Movie);;120 min;;;
El foraster;/title/tt3214802/;(2013– );;;8.3;30;
Radio Gaga;/title/tt7062572/;(2017–2021);;;8.1;11;
Cinema mil;/title/tt0470644/;(2005– );;30 min;7.1;135;
This Is Art;/title/tt8586590/;(2017– );;;8.4;33;
Los Quién;/title/tt1872397/;(2011);;;5.8;77;
90-60-90. Diario secreto de una adolescente;/title/tt1442402/;(2009);;;4.6;55;
¡Ala... Dina!;/title/tt0229935/;(2000–2002);;30 min;3.0;156;
¡Atención obras!;/title/tt2780380/;(2013– );;;8.1;13;
Niquelao!;/title/tt10981666/;(2019– );;;5.6;95;
María la Portuguesa;/title/tt2706454/;(2002 TV Movie);;;8.0;5;
FitMés;/title/tt18228324/;(2022– );;;;;
Pumpkin Reports;/title/tt5420226/;(2015– );;11 min;7.2;17;
El cielo puede esperar;/title/tt10124626/;(2019– );12;;5.2;10;
Las chicas de oro;/title/tt1704638/;(2010);TP;;2.8;59;
CritiCar;/title/tt13338556/;(2016– );;;8.6;17;
Èxode;/title/tt10023746/;(2019 TV Movie);;;6.4;37;
La Voz Kids;/title/tt3551662/;(I) (2014– );;;7.3;13;
Fama ¡a bailar!;/title/tt1168672/;(2008– );TP;120 min;5.8;33;
Las Kellys;/title/tt13540788/;(2021– );;;;;
De la ley a la ley;/title/tt6904188/;(2017 TV Movie);;;6.8;36;
This Is Opera;/title/tt5050648/;(2015);;50 min;8.6;70;
Manolo & Benito Corporeision;/title/tt0856678/;(2006– );;;4.8;68;
Cuarto milenio;/title/tt0763243/;(2005– );;120 min;7.6;155;
Cazadores de hombres;/title/tt1267310/;(2008);;;6.9;44;
Matriz;/title/tt14404586/;(2022– );;;;;
Aquí me las den todas;/title/tt8471572/;(2011–2012);;;7.7;6;
Kubala, Moreno i Manchón;/title/tt2009038/;(2012–2014);;55 min;7.5;42;
El último golpe de Tony Soprano;/title/tt1182338/;(2008 TV Movie);;;8.6;11;
Alguns neixen estrellats;/title/tt16585560/;(2021 TV Movie);;84 min;;;
Cervantes contra Lope;/title/tt5707966/;(2016 TV Movie);;87 min;6.7;47;
Lur eta Amets, hau bai abentura!;/title/tt13154944/;(2020– );TP;;;;
MasterChef Celebrity;/title/tt6301678/;(2016– );;;6.5;60;
Homo Zapping;/title/tt0391610/;(2003–2018);16;30 min;6.8;159;
Yo quisiera;/title/tt4550086/;(2015– );;;5.7;27;
El Principito es Omar Montes;/title/tt16023800/;(2021– );;48 min;5.8;17;
Violetas;/title/tt1153088/;(2008 TV Movie);;91 min;6.7;7;
Operación Malaya;/title/tt1661623/;(2011 TV Movie);;;5.3;10;
Mirall trencat;/title/tt0343282/;(2002);;50 min;6.6;36;
Classic Tales;/title/tt2406046/;(2008– );;5 min;6.0;7;
FC Barcelona Confidential;/title/tt0465909/;(2004 TV Movie);;81 min;7.7;212;
Reinventando Hollywood;/title/tt1170372/;(2008 TV Movie);;;5.8;97;
Mónica y el sexo;/title/tt10987794/;(2019– );;;6.8;6;
Rumors;/title/tt0889082/;(2007 TV Movie);;;5.7;15;
Campamento Albanta;/title/tt11660006/;(2020– );16;25 min;5.5;43;
La bohème;/title/tt3597776/;(2006 TV Movie);;149 min;8.4;17;
Celebrity Bake Off España;/title/tt14404654/;(2021);A;;7.7;74;
Terra de Miranda;/title/tt0476628/;(2001– );;60 min;6.7;15;
Al filo de la ley;/title/tt0407356/;(I) (2005);;;7.1;32;
Comando Squad: La presencia;/title/tt10567448/;(2019– );;;4.8;11;
Mar rojo;/title/tt0445084/;(2005 TV Movie);;90 min;5.7;67;
Diumenge Paella;/title/tt8392110/;(2020– );;25 min;8.1;11;
Flaman;/title/tt2649502/;(2013– );;;7.2;121;
Go!azen;/title/tt2213962/;(2009– );;50 min;6.3;15;
El secreto de Belmez;/title/tt9660592/;(2020 TV Movie);;;;;
Los Gipsy Kings;/title/tt8230332/;(2015– );;120 min;;;
Memòries de la tele;/title/tt1046678/;(2007–2011);;;5.9;30;
The Dancer;/title/tt13986246/;(2021– );;;;;
Libres;/title/tt2310670/;(2012–2013);;;8.2;16;
Saari;/title/tt3475780/;(2009– );;3 min;8.3;8;
AuronPlay;/title/tt10607234/;(2009–2020);;;8.6;70;
Once Upon a Time in Europe;/title/tt0288668/;(2001– );;;5.8;133;
Da Suisa;/title/tt6802068/;(2013–2019);16;;9.2;83;
La voz;/title/tt2404696/;(2012– );;;5.5;35;
Lady Macbeth of Mtsensk;/title/tt0857319/;(2002 TV Movie);;187 min;8.2;17;
Dime que me quieres;/title/tt0343256/;(2001);;;;;
Niña Repelente;/title/tt2427204/;(2009–2014);;7 min;5.6;16;
La Xirgu;/title/tt4521400/;(2015 TV Movie);;85 min;7.5;33;
De la vida al plato;/title/tt12637632/;(2020– );A;;6.4;21;
Factor X;/title/tt1034822/;(2007–2018);;90 min;5.2;27;
Descubrir;/title/tt11941748/;(2018–2020);TP;26 min;;;
Telmo y Tula: pequeños cocineros;/title/tt12252472/;(2006–2007);;;;;
Six Dreams II;/title/tt13063530/;(2020– );TP;;7.2;32;
Prodigios;/title/tt10075486/;(2019– );;;;;
La boda;/title/tt10104520/;(2019 TV Movie);;80 min;1.8;23;
Viaje al centro de la tele;/title/tt13166082/;(2013– );;;6.3;7;
Prim, el asesinato de la calle del Turco;/title/tt3343292/;(2014 TV Movie);12;99 min;6.4;126;
Störtebeker;/title/tt0489564/;(2006 TV Movie);;180 min;5.3;309;
Álbum de posguerra;/title/tt14596422/;(2021 TV Movie);16;51 min;6.9;15;
Luna negra;/title/tt0382450/;(2003– );;50 min;6.1;15;
Brotherhood;/title/tt11670092/;(2021– );;;;;
Angus & Cheryl;/title/tt4807870/;(2006– );;;5.6;8;
La contessa di Castiglione;/title/tt0416661/;(2006 TV Movie);;180 min;5.3;27;
El club del chiste;/title/tt1606415/;(2010– );;30 min;4.4;8;
BuenAgente;/title/tt1916868/;(2011);;;6.2;68;
Tú sí que vales;/title/tt1189294/;(2008– );;120 min;4.2;18;
Tocad@s;/title/tt18885026/;(2022– );;;;;
Eva contra Eva;/title/tt16751166/;(2022 TV Movie);;;;;
Tu cara no me suena todavía;/title/tt6607832/;(2017);;;4.2;20;
El coro de la cárcel;/title/tt1174181/;(2006–2009);;;;;
Javier ya no vive solo;/title/tt0329859/;(2002–2003);;45 min;4.2;100;
Doraemon;/title/tt13161432/;(2015–2020);;;7.5;11;
Made in Chelsea: Ibiza;/title/tt7165310/;(2017);;;5.6;27;
Casa en Senyors Dicksons;/title/tt15432220/;(2016–2017);;12 min;;;
Mobbing;/title/tt0468029/;(2006 TV Movie);;;6.8;18;
Flipante Noa!;/title/tt9070290/;(2018–2019);;;6.9;12;
Cazafantasmas SL;/title/tt14049270/;(2022– );;;;;
SOS Estudiantes;/title/tt1841315/;(2004–2009);;;7.6;14;
Hotel Glamour;/title/tt0358836/;(2003);;;3.1;14;
Antes de perder;/title/tt8650628/;(2019– );;;6.3;24;
Pataghorobí;/title/tt0472547/;(2005 TV Movie);;;;;
Retratos salvajes;/title/tt9646704/;(2018 TV Movie);;;7.0;32;
Crackòvia;/title/tt1288419/;(2008– );7;;6.9;188;
La hora de José Mota;/title/tt1382579/;(2009–2012);A;;6.2;254;
Mai neva a Ciutat;/title/tt7748508/;(2017–2020);;;8.3;15;
A simple vista;/title/tt15469748/;(2021);;;;;
Secuelas de la Cuarentena;/title/tt13655106/;(2020);;;;;
La dona del segle;/title/tt8274568/;(2018 TV Movie);;91 min;6.5;57;
El amor está en el aire;/title/tt6427386/;(2016);;;;;
Mambo;/title/tt7550970/;(2017–2018);12;;8.1;99;
Página 2;/title/tt1134965/;(2007– );;30 min;6.3;26;
Socks;/title/tt3880792/;(2010–2013);;;7.9;12;
Entreolivos;/title/tt6562860/;(2017– );;60 min;5.0;12;
El niño que pintaba el mar;/title/tt8664002/;(2020 TV Movie);;;;;
Órbita Laika;/title/tt4248652/;(2014– );;;7.8;18;
L'enigma Verdaguer;/title/tt10001948/;(2019 TV Movie);;100 min;5.3;23;
Pitt and Kantrop;/title/tt0960552/;(2005– );;25 min;7.1;53;
La dársena de poniente;/title/tt0881112/;(2006–2007);;50 min;6.8;14;
Las Sinsombrero;/title/tt5080206/;(2015 TV Movie);;60 min;8.0;28;
Robles, investigador;/title/tt0397823/;(2000–2001);;60 min;;;
De Juan Carlos a Felipe;/title/tt9660794/;(2014 TV Movie);;;;;
La memoria e il perdono;/title/tt0305065/;(2001 TV Movie);;180 min;6.7;21;
Let's Go, Pocoyo;/title/tt1761662/;(2010– );;7 min;3.9;93;
Aquí Paz y después Gloria;/title/tt2972448/;(2015– );;;4.8;48;
Chester in love;/title/tt3557400/;(2014– );;;5.5;19;
Café express;/title/tt0386919/;(2003–2004);;15 min;;;
Héroes invisibles. Afroamericanos en la guerra de España;/title/tt4945866/;(2015 TV Movie);;77 min;7.3;18;
Les molèsties;/title/tt7840190/;(2017–2019);;;7.9;7;
Los Felices veinte;/title/tt14892712/;(2020– );;;9.1;10;
Live Casino;/title/tt8922874/;(2018– );;45 min;;;
